Id,Label,name,次数,Weighted Degree,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality,Eccentricity,Closeness Centrality,Betweenness Centrality,ave_view,ave_comment,ave_mylist,ave_starttime,ave_length
2148,2148,RPG厨の人,10,10,5.50E-04,5.50E-04,7,6.05E-04,0,1,45,0.053611427,3,2.409917355,0,9175,558,51,2012-05-13 18:50:22,1027
4688,4688,プライス大尉怒りのジャガーノート,10,10,5.50E-04,5.50E-04,7,6.05E-04,0,1,45,0.053611427,3,2.409917355,0,9175,558,51,2012-05-13 18:50:22,1027
1370,1370,RPGに定評あるゆっくり,10,10,5.50E-04,5.50E-04,7,6.05E-04,0,1,45,0.053611427,3,2.409917355,0,9175,558,51,2012-05-13 18:50:22,1027
6250,6250,前回の復讐,10,10,5.50E-04,5.50E-04,7,6.05E-04,0,1,45,0.053611427,3,2.409917355,0,9175,558,51,2012-05-13 18:50:22,1027
1903,1903,ココナッツ.シーフードカレー,10,10,5.50E-04,5.50E-04,4,5.39E-04,0,1,45,0.031681652,3,2.688429752,0,42441.09371,1195.285493,203.0196827,2011-06-17 17:56:31,599.1180687
3562,3562,クリスタラック,10,10,5.50E-04,5.50E-04,14,6.29E-04,0,1,45,0.020088557,3,2.72892562,0,374,19,5,2015-10-13 02:29:25,282
2912,2912,ガラシャープ,10,10,5.50E-04,5.50E-04,14,6.29E-04,0,1,45,0.020088557,3,2.72892562,0,374,19,5,2015-10-13 02:29:25,282
4169,4169,ゴジラ,10,10,5.50E-04,5.50E-04,14,6.29E-04,0,1,45,0.020088557,3,2.72892562,0,374,19,5,2015-10-13 02:29:25,282
2472,2472,艦これ,10,10,5.50E-04,5.50E-04,14,6.29E-04,0,1,45,0.020088557,3,2.72892562,0,2779,74.45454545,12,2015-03-17 12:38:45,724.5454545
4735,4735,バラン,10,10,5.50E-04,5.50E-04,14,6.29E-04,0,1,45,0.020088557,3,2.72892562,0,374,19,5,2015-10-13 02:29:25,282
2201,2201,ガメラ,10,10,5.50E-04,5.50E-04,14,6.29E-04,0,1,45,0.020088557,3,2.72892562,0,374,19,5,2015-10-13 02:29:25,282
5294,5294,マルコブカラッパ,10,10,5.50E-04,5.50E-04,14,6.29E-04,0,1,45,0.020088557,3,2.72892562,0,374,19,5,2015-10-13 02:29:25,282
1425,1425,オブシディアス,10,10,5.50E-04,5.50E-04,14,6.29E-04,0,1,45,0.020088557,3,2.72892562,0,374,19,5,2015-10-13 02:29:25,282
5819,5819,表情に定評のあるゆっくり,9,9,5.00E-04,5.00E-04,14,4.96E-04,0,1,36,0.027054686,3,2.708264463,0,19085,824,117,2011-06-13 02:06:14,280
1433,1433,カビキラー,9,9,5.00E-04,5.00E-04,14,4.96E-04,0,1,36,0.027054686,3,2.708264463,0,19085,824,117,2011-06-13 02:06:14,280
6286,6286,誰が上手いこと言えと,9,9,5.00E-04,5.00E-04,14,4.96E-04,0,1,36,0.027054686,3,2.708264463,0,19085,824,117,2011-06-13 02:06:14,280
3543,3543,ショタコン.ビ.,10,10,5.50E-04,5.50E-04,22,5.79E-04,0,1,45,0.057816601,3,2.375206612,0,28008.63326,1800.039351,168.342253,2011-06-02 10:17:21,534.4912763
4741,4741,もうやだこの星,9,9,5.00E-04,5.00E-04,15,5.30E-04,0,1,36,0.056114896,3,2.311570248,0,237638,5903,1620,2012-01-06 21:23:34,1160
2916,2916,その動画.sm12329990,10,10,5.50E-04,5.50E-04,14,5.28E-04,0,1,45,0.029353982,3,2.688429752,0,43109.88503,2085.413857,219.3021407,2011-06-09 02:00:25,527.8963792
4182,4182,幻想郷で一番仲の悪い仲良し,10,10,5.50E-04,5.50E-04,14,5.48E-04,0,1,45,0.031694002,3,2.676033058,0,15534,445,211,2010-12-18 09:43:04,263
4175,4175,エンジェルさんマジ天使,9,9,5.00E-04,5.00E-04,15,5.36E-04,0,1,36,0.055637474,3,2.312396694,0,222308,5764,754,2010-11-17 17:47:53,1204
2880,2880,チキン野郎.,10,10,5.50E-04,5.50E-04,22,5.89E-04,0,1,45,0.057429203,3,2.383471074,0,25444.95824,2022.196005,299.9247045,2011-06-29 02:49:46,516.0950753
5298,5298,妄想厨,9,9,5.00E-04,5.00E-04,15,5.59E-04,0,1,36,0.038721843,3,2.328099174,0,333,128,6,2011-05-11 00:04:02,1715
500,500,ShootingGameBuilder,9,9,5.00E-04,5.00E-04,15,5.59E-04,0,1,36,0.038721843,3,2.328099174,0,333,128,6,2011-05-11 00:04:02,1715
3916,3916,チップリード.,10,20,5.50E-04,5.50E-04,22,5.80E-04,0,1,45,0.056642903,3,2.409917355,0,44672.21417,1478.460223,189.833314,2011-05-25 03:31:07,575.3232837
184,184,STG,31,37,0.001598641,0.001598641,15,0.001686912,0,0.333333333,155,0.085672848,3,2.294214876,331.5341164,35238.6,1321,145.4,2010-12-14 16:36:57,1106.4
4629,4629,妊神星,10,10,5.50E-04,5.50E-04,21,5.71E-04,0,1,45,0.018999929,4,2.814049587,0,47759,396,132,2011-03-10 23:40:56,165
282,282,デス.スター,10,10,5.50E-04,5.50E-04,21,5.50E-04,0,1,45,0.0232114,4,2.8,0,39789.48483,1349.97727,294.776346,2011-06-03 12:26:55,626.8478901
5732,5732,準惑星,13,16,6.99E-04,6.99E-04,21,6.92E-04,0,0.756410256,59,0.026612563,4,2.795041322,15.57309693,55937.5,545,191,2011-03-09 09:05:38,182.5
290,290,ナマカ,10,10,5.50E-04,5.50E-04,21,5.71E-04,0,1,45,0.018999929,4,2.814049587,0,47759,396,132,2011-03-10 23:40:56,165
3299,3299,トゥートゥー,9,18,5.00E-04,5.00E-04,22,5.19E-04,0,1,36,0.06406564,3,2.279338843,0,435,17,1,2010-08-04 19:15:29,408
1883,1883,サムネトゥートゥー,9,18,5.00E-04,5.00E-04,22,5.19E-04,0,1,36,0.06406564,3,2.279338843,0,435,17,1,2010-08-04 19:15:29,408
2925,2925,sims3_スーパーナチュラル,9,9,5.00E-04,5.00E-04,14,6.01E-04,0,1,36,0.035644463,3,2.332231405,0,10851,696,66,2012-10-13 11:36:23,861
2213,2213,sims3_ショータイム,9,9,5.00E-04,5.00E-04,14,6.01E-04,0,1,36,0.035644463,3,2.332231405,0,10851,696,66,2012-10-13 11:36:23,861
3571,3571,sims3_レイトナイト,9,9,5.00E-04,5.00E-04,14,6.01E-04,0,1,36,0.035644463,3,2.332231405,0,10851,696,66,2012-10-13 11:36:23,861
1428,1428,sims劇場,10,13,5.50E-04,5.50E-04,14,6.51E-04,0,0.866666667,39,0.036676801,3,2.32892562,2.849025974,27389,906.5,164,2012-07-27 13:09:11,1000.5
5306,5306,ぴいた,9,9,5.00E-04,5.00E-04,14,6.01E-04,0,1,36,0.035644463,3,2.332231405,0,10851,696,66,2012-10-13 11:36:23,861
515,515,Better_Life,9,9,5.00E-04,5.00E-04,14,6.01E-04,0,1,36,0.035644463,3,2.332231405,0,10851,696,66,2012-10-13 11:36:23,861
6295,6295,後ろの存在感,9,9,5.00E-04,5.00E-04,14,6.01E-04,0,1,36,0.035644463,3,2.332231405,0,10851,696,66,2012-10-13 11:36:23,861
493,493,sims3,10,13,5.50E-04,5.50E-04,14,6.51E-04,0,0.866666667,39,0.036676801,3,2.32892562,2.849025974,25951.66667,1255.666667,227,2012-07-11 16:22:00,1124.333333
4841,4841,妖怪いちたりない,9,9,5.00E-04,5.00E-04,8,5.40E-04,0,1,36,0.040692957,3,2.41322314,0,8785.333333,229.6666667,37.66666667,2012-06-27 21:16:51,725.3333333
2221,2221,デフォ子,18,19,9.49E-04,9.49E-04,8,9.25E-04,0,0.562091503,86,0.06121725,3,2.30661157,540.8524013,2219.8,123,23.6,2011-08-06 00:35:00,330.6
2193,2193,ゆっくりの休日,12,25,6.49E-04,6.49E-04,14,5.86E-04,0,0.96969697,64,0.060047429,3,2.5,6.772314249,1868.8,70.4,14.2,2014-02-11 19:18:03,326
5164,5164,ゆっくり歌うクトゥルフの叫び,9,9,5.00E-04,5.00E-04,8,5.40E-04,0,1,36,0.040692957,3,2.41322314,0,1915,65,12,2012-10-13 09:19:19,458
677,677,HANASU,9,9,5.00E-04,5.00E-04,8,5.40E-04,0,1,36,0.040692957,3,2.41322314,0,3548,37.66666667,54,2012-02-08 22:08:27,267
5703,5703,ゆで芋P,9,9,5.00E-04,5.00E-04,8,5.40E-04,0,1,36,0.040692957,3,2.41322314,0,1915,65,12,2012-10-13 09:19:19,458
235,235,ASOBU,9,9,5.00E-04,5.00E-04,8,5.40E-04,0,1,36,0.040692957,3,2.41322314,0,1915,65,12,2012-10-13 09:19:19,458
6256,6256,紐Ｇ,9,9,5.00E-04,5.00E-04,14,5.49E-04,0,1,36,0.055428411,3,2.395041322,0,17245,552,48,2010-09-29 21:25:28,541
437,437,Rainbowsix,9,9,5.00E-04,5.00E-04,14,5.49E-04,0,1,36,0.055428411,3,2.395041322,0,17245,552,48,2010-09-29 21:25:28,541
5161,5161,最後まで見たらSANチェック,9,9,5.00E-04,5.00E-04,22,5.37E-04,0,1,36,0.041664404,3,2.423140496,0,61569,146,718,2012-02-23 22:46:41,130
2018,2018,これはひどいクトゥルフ,13,15,6.99E-04,6.99E-04,22,7.13E-04,0,0.730769231,57,0.064256884,3,2.399173554,11.5472981,136541,3738,1718,2012-02-26 08:14:34,1090
6186,6186,消したらＳＡＮチェック,9,9,5.00E-04,5.00E-04,22,5.37E-04,0,1,36,0.041664404,3,2.423140496,0,61569,146,718,2012-02-23 22:46:41,130
233,233,OPだけ,9,9,5.00E-04,5.00E-04,22,5.37E-04,0,1,36,0.041664404,3,2.423140496,0,61569,146,718,2012-02-23 22:46:41,130
4136,4136,スポーン牛,9,9,5.00E-04,5.00E-04,22,5.50E-04,0,1,36,0.05363109,3,2.410743802,0,10728,405,38,2011-12-19 18:00:42,680
2871,2871,うｐ主先生の次回作にご期待ください,9,9,5.00E-04,5.00E-04,22,5.50E-04,0,1,36,0.05363109,3,2.410743802,0,10728,405,38,2011-12-19 18:00:42,680
4691,4691,ゆっくりとゆっくリの廃村復興記,9,9,5.00E-04,5.00E-04,22,5.50E-04,0,1,36,0.05363109,3,2.410743802,0,10728,405,38,2011-12-19 18:00:42,680
1492,1492,ドゥ.エデッデ,10,10,5.50E-04,5.50E-04,21,5.47E-04,0,1,45,0.029740289,3,2.671900826,0,50206.46276,1516.762563,157.0128435,2011-06-15 04:22:23,796.2377974
5133,5133,仕方ないね,9,9,5.00E-04,5.00E-04,22,5.48E-04,0,1,36,0.054438556,3,2.410743802,0,57380,1967,871,2011-05-06 16:10:55,1208
3435,3435,さいばんちょーが悪い,9,9,5.00E-04,5.00E-04,22,5.42E-04,0,1,36,0.057938632,3,2.403305785,0,263404,7937,943,2012-10-21 20:49:12,1649
3131,3131,フルスクリーン推奨,9,9,5.00E-04,5.00E-04,22,5.42E-04,0,1,36,0.057938632,3,2.403305785,0,133503.5,4008,494,2012-06-23 09:42:43,1124.5
2198,2198,ドーナッツ.テンペニーとわかる世界,10,10,5.50E-04,5.50E-04,14,5.50E-04,0,1,45,0.030449862,3,2.680991736,0,44284.38888,361.1197786,212.3549127,2011-05-30 07:59:05,643.5182564
262,262,APP格差社会,9,9,5.00E-04,5.00E-04,22,5.42E-04,0,1,36,0.057938632,3,2.403305785,0,263404,7937,943,2012-10-21 20:49:12,1649
5154,5154,優雅な戦闘,9,9,5.00E-04,5.00E-04,22,5.53E-04,0,1,36,0.057517208,3,2.403305785,0,57707,2180,221,2012-05-13 18:57:32,1008
2016,2016,きれぇ丸,9,9,5.00E-04,5.00E-04,22,5.53E-04,0,1,36,0.057517208,3,2.403305785,0,57707,2180,221,2012-05-13 18:57:32,1008
4614,4614,奇妙な共闘,9,9,5.00E-04,5.00E-04,12,5.62E-04,0,1,36,0.04014157,3,2.423140496,0,15830,539,80,2012-10-19 00:40:17,1177
2855,2855,テムザック,10,10,5.50E-04,5.50E-04,21,6.10E-04,0,1,45,0.015930132,3,2.81322314,0,10743,442,81,2011-07-01 03:23:54,260
2544,2544,なんということをしてくれたのでしょう,9,9,5.00E-04,5.00E-04,22,5.35E-04,0,1,36,0.057146586,3,2.403305785,0,98206.5,7995.5,380,2011-05-06 13:24:07,1257
4040,4040,ﾄﾞｷｯ.初心者だらけのKP発狂卓,10,10,5.50E-04,5.50E-04,22,5.57E-04,0,1,45,0.064368276,3,2.376859504,0,35949.28397,1290.712295,307.0671688,2011-05-27 08:36:30,562.6943444
3951,3951,ドラクエセ..ス,10,10,5.50E-04,5.50E-04,4,6.11E-04,0,1,45,0.035597417,3,2.383471074,0,29732.9787,880.1804173,244.0368547,2011-06-10 13:33:23,442.4699701
3545,3545,ぬし釣り,9,9,5.00E-04,5.00E-04,22,5.70E-04,0,1,36,0.052120554,3,2.410743802,0,13117,466,33,2011-05-11 00:51:57,404
2955,2955,アウトの人,10,10,5.50E-04,5.50E-04,14,5.36E-04,0,1,45,0.030537289,3,2.707438017,0,22114,1067,222,2012-02-11 01:46:57,574
2653,2653,ナタ.デ.ココ,10,10,5.50E-04,5.50E-04,4,5.39E-04,0,1,45,0.031681652,3,2.688429752,0,25940.57754,44.74153314,242.2213377,2011-06-02 03:24:56,739.6032183
4583,4583,ニコ.ロビンの刺身盛り合わせ,10,10,5.50E-04,5.50E-04,22,5.71E-04,0,1,45,0.051987214,3,2.274380165,0,32457.24126,1411.181716,234.0307139,2011-05-22 10:11:56,582.5436531
2895,2895,ねー.,10,10,5.50E-04,5.50E-04,13,5.86E-04,0,1,45,0.055206995,3,2.400826446,0,30501.73638,897.1841415,225.6131722,2011-05-28 09:35:49,708.6282493
1084,1084,デモンズソウル,12,66,6.49E-04,6.49E-04,22,7.01E-04,0,0.757575758,50,0.065066894,3,2.290909091,69.40940934,2644.071429,52.64285714,22.35714286,2010-01-20 01:58:35,673.7857143
2885,2885,さんしょ,11,13,5.99E-04,5.99E-04,22,6.47E-04,0,0.763636364,42,0.06119969,3,2.408264463,3.672222222,16719,820,135.5,2010-11-13 06:40:48,986.5
1983,1983,うｐ主はバクテリアン,9,9,5.00E-04,5.00E-04,22,5.58E-04,0,1,36,0.053393373,3,2.410743802,0,14085,525,127,2010-11-22 17:29:35,1091
2874,2874,サニーサイドアップ,10,10,5.50E-04,5.50E-04,22,5.84E-04,0,1,45,0.057662832,3,2.383471074,0,81156,1515,232,2010-09-14 00:59:46,621
2646,2646,SE芸,9,9,5.00E-04,5.00E-04,22,5.68E-04,0,1,36,0.047772181,3,2.410743802,0,40966,499,66,2012-04-18 23:46:16,781
1789,1789,ゆっくり実況プレイ単発リンク,9,9,5.00E-04,5.00E-04,22,5.68E-04,0,1,36,0.047772181,3,2.410743802,0,13161.00926,642.3148148,60.62962963,2011-08-07 12:09:12,801.462963
5137,5137,東方野球,9,9,5.00E-04,5.00E-04,22,5.41E-04,0,1,36,0.06311149,3,2.266115702,0,4871,250,62,2011-07-21 05:11:23,1249
2722,2722,ゆっくりペナント実況part1リンク,9,13,5.00E-04,5.00E-04,22,5.41E-04,0,1,36,0.06311149,3,2.266115702,0,9781,343,114,2011-10-04 15:42:03,1515
2702,2702,レア,10,20,5.50E-04,5.50E-04,21,5.28E-04,0,1,45,0.032428357,3,2.695041322,0,54602,406,132,2011-02-14 02:10:15,121
1256,1256,ハウメア_.準惑星.,10,10,5.50E-04,5.50E-04,21,5.71E-04,0,1,45,0.018999929,4,2.814049587,0,31942.64073,829.1432062,206.526779,2011-05-19 23:25:26,474.5304454
2192,2192,フィリップ.K.ディック,10,44,5.50E-04,5.50E-04,14,5.25E-04,0,0.955555556,43,0.051374968,3,2.530578512,5.620499511,31266.19682,990.1893177,274.7446357,2011-06-07 00:43:09,629.2513366
5715,5715,リアル幸運E,10,10,5.50E-04,5.50E-04,19,6.19E-04,0,1,45,0.037563383,3,2.423140496,0,24284,796,65,2012-10-19 06:44:13,1290
4147,4147,ベストのタイミング.笑.,10,10,5.50E-04,5.50E-04,22,5.89E-04,0,1,45,0.057429203,3,2.383471074,0,26874.63144,264.3009437,166.1977455,2011-06-18 11:13:00,587.2917424
6199,6199,裸カソック,10,10,5.50E-04,5.50E-04,19,6.19E-04,0,1,45,0.037563383,3,2.423140496,0,24284,796,65,2012-10-19 06:44:13,1290
253,253,bubudog,13,19,6.99E-04,6.99E-04,19,7.82E-04,0,0.846153846,66,0.040241314,3,2.420661157,1.714285714,25627,633.5,61.5,2012-10-20 02:03:13,1005.5
2909,2909,ﾏｽﾀｰｽﾊﾟｰｸ.物理,10,10,5.50E-04,5.50E-04,14,5.50E-04,0,1,45,0.030449862,3,2.680991736,0,41402.05608,1789.442761,194.5506003,2011-05-30 20:23:25,374.6695451
2762,2762,ほんわかの人,12,13,6.49E-04,6.49E-04,22,6.58E-04,0,0.772727273,51,0.057945396,3,2.251239669,166.3512479,212238.6667,3564,2946.333333,2012-09-14 22:03:22,992.6666667
2028,2028,UV様はいつも楽しそうでいいよな,9,9,5.00E-04,5.00E-04,22,5.31E-04,0,1,36,0.027858687,3,2.615702479,0,112118,2213,191,2012-10-21 17:59:38,856
2771,2771,ドＭの有効活用,9,9,5.00E-04,5.00E-04,22,5.31E-04,0,1,36,0.027858687,3,2.615702479,0,112118,2213,191,2012-10-21 17:59:38,856
1476,1476,みっくりしていってね...,10,10,5.50E-04,5.50E-04,21,5.24E-04,0,1,45,0.03431047,3,2.672727273,0,17901.40797,927.3590373,255.5001334,2011-06-02 09:54:08,586.9642715
5175,5175,新たな世界が開けたおじいさん,9,9,5.00E-04,5.00E-04,22,5.59E-04,0,1,36,0.040399805,3,2.423966942,0,20142,766,86,2012-10-19 04:49:09,831
2765,2765,ギャグリプレイ,9,9,5.00E-04,5.00E-04,22,5.59E-04,0,1,36,0.040399805,3,2.423966942,0,20142,766,86,2012-10-19 04:49:09,831
3445,3445,ミマス.衛星.,10,10,5.50E-04,5.50E-04,21,5.50E-04,0,1,45,0.0232114,4,2.8,0,55651.12711,997.0146338,217.9544839,2011-06-04 09:12:44,801.491748
5714,5714,東方黄金水,9,9,5.00E-04,5.00E-04,22,5.59E-04,0,1,36,0.040399805,3,2.423966942,0,20142,766,86,2012-10-19 04:49:09,831
3429,3429,もっと野菜食えよ.,10,10,5.50E-04,5.50E-04,6,5.88E-04,0,1,45,0.0427068,3,2.407438017,0,26995.13173,821.3629616,149.5445912,2011-06-01 02:05:54,652.9054535
6198,6198,玉虫色の研究,9,9,5.00E-04,5.00E-04,22,5.59E-04,0,1,36,0.040399805,3,2.423966942,0,20142,766,86,2012-10-19 04:49:09,831
252,252,GM涙拭けよ,9,9,5.00E-04,5.00E-04,22,5.59E-04,0,1,36,0.040399805,3,2.423966942,0,20142,766,86,2012-10-19 04:49:09,831
6185,6185,熱情の律動,9,9,5.00E-04,5.00E-04,22,5.22E-04,0,1,36,0.0582231,3,2.403305785,0,16781,303,48,2012-01-10 00:38:19,542
5697,5697,右下の活躍,9,9,5.00E-04,5.00E-04,22,5.22E-04,0,1,36,0.0582231,3,2.403305785,0,16781,303,48,2012-01-10 00:38:19,542
2753,2753,コメ表示推奨,9,9,5.00E-04,5.00E-04,22,5.22E-04,0,1,36,0.0582231,3,2.403305785,0,16781,303,48,2012-01-10 00:38:19,542
4023,4023,フレーバーキャラ,9,9,5.00E-04,5.00E-04,22,5.32E-04,0,1,36,0.055879201,3,2.403305785,0,11899,188,49,2012-05-13 11:28:58,402
5788,5788,神ED,9,9,5.00E-04,5.00E-04,5,5.81E-04,0,1,36,0.051740643,3,2.410743802,0,208373,9472,878,2010-10-09 08:14:13,1150
761,761,ありがとう,9,9,5.00E-04,5.00E-04,5,5.81E-04,0,1,36,0.051740643,3,2.410743802,0,78462.66667,3470.333333,607,2010-12-24 20:33:36,967
5176,5176,ランサーが死んだ..,10,10,5.50E-04,5.50E-04,19,6.19E-04,0,1,45,0.037563383,3,2.423140496,0,29961.17566,804.3681747,251.0468552,2011-05-28 07:17:13,754.931888
6288,6288,レジデント.オブ.サン,10,10,5.50E-04,5.50E-04,14,5.39E-04,0,1,45,0.027730494,3,2.705785124,0,29711.00545,1516.310205,251.165931,2011-06-19 21:21:32,470.5603624
5618,5618,聖戦の系譜,10,25,5.50E-04,5.50E-04,22,5.80E-04,0,1,45,0.056642903,3,2.409917355,0,9328.333333,231.6666667,48,2010-05-31 07:57:47,820
5718,5718,地SAN地消,10,10,5.50E-04,5.50E-04,6,5.88E-04,0,1,45,0.0427068,3,2.407438017,0,10946,460,35,2012-10-20 00:13:37,736
2769,2769,まったり町内物語,10,10,5.50E-04,5.50E-04,6,5.88E-04,0,1,45,0.0427068,3,2.407438017,0,10946,460,35,2012-10-20 00:13:37,736
4044,4044,わくてか.あやややレポート.,10,10,5.50E-04,5.50E-04,14,5.45E-04,0,1,45,0.033701408,3,2.636363636,0,22558.39291,907.8270646,254.4962678,2011-06-05 22:16:47,630.2753227
2024,2024,ダチョウ卓,10,10,5.50E-04,5.50E-04,6,5.88E-04,0,1,45,0.0427068,3,2.407438017,0,10946,460,35,2012-10-20 00:13:37,736
5332,5332,気分がZU.N,10,10,5.50E-04,5.50E-04,21,5.47E-04,0,1,45,0.029740289,3,2.671900826,0,34768.72062,874.4177327,237.7064871,2011-06-18 20:26:55,819.8912545
3365,3365,天王星,12,43,6.49E-04,6.49E-04,21,6.32E-04,0,0.848484848,56,0.032847213,3,2.69338843,51.35123029,50994.66667,276.8333333,121.1666667,2011-02-22 15:18:28,147
3444,3444,宇宙,23,29,0.001198981,0.001198981,21,0.001135551,0,0.494071146,125,0.042079916,3,2.710743802,155.6797683,48465,464.3333333,178.6666667,2011-04-16 03:49:15,192.6666667
2779,2779,撃つと動く.動くと縮む,10,10,5.50E-04,5.50E-04,14,5.30E-04,0,1,45,0.03820941,3,2.620661157,0,41088.13,986.464026,223.6103229,2011-06-05 18:12:49,688.6893879
1248,1248,Saturn,9,9,5.00E-04,5.00E-04,21,5.04E-04,0,1,36,0.021490405,4,2.814876033,0,72600,786,239,2011-02-07 12:42:06,231
5295,5295,月光蝶を呼ぶんじゃない.,10,10,5.50E-04,5.50E-04,14,5.52E-04,0,1,45,0.032371272,3,2.676859504,0,21596.62049,1086.390721,158.5568809,2011-05-30 18:26:20,670.4657088
281,281,E環だけは最後までとっておく,9,9,5.00E-04,5.00E-04,21,5.04E-04,0,1,36,0.021490405,4,2.814876033,0,72600,786,239,2011-02-07 12:42:06,231
3060,3060,車載動画,22,48,0.001149023,0.001149023,4,0.001077228,0,0.480519481,111,0.047179132,3,2.627272727,170.9299843,6456.828358,172.0895522,43.20149254,2011-12-31 14:04:36,541.6343284
3959,3959,再生ボタン仕事しろ.,10,20,5.50E-04,5.50E-04,9,5.27E-04,0,1,45,0.033198437,3,2.69338843,0,26302.87258,1580.221946,205.1456132,2011-05-23 07:44:34,694.6941951
85,85,iPhone,10,10,5.50E-04,5.50E-04,4,5.47E-04,0,1,45,0.024855578,3,2.734710744,0,3650,98.66666667,42.33333333,2011-12-14 18:28:46,468.3333333
5191,5191,最寄り駅.衛星.,10,10,5.50E-04,5.50E-04,21,5.38E-04,0,1,45,0.024241483,3,2.797520661,0,24776.60791,1347.414343,271.3640136,2011-06-04 03:26:24,522.6357184
2826,2826,夏です,16,50,8.49E-04,8.49E-04,9,8.16E-04,0,0.666666667,80,0.042979705,3,2.653719008,22.79401625,17094.875,648,46.375,2010-07-24 08:24:00,460.625
2095,2095,チーンの人,16,49,8.49E-04,8.49E-04,9,8.09E-04,0,0.658333333,79,0.047011485,3,2.64214876,33.82510224,16283,574.5,42.5,2010-11-11 09:12:16,416.75
5117,5117,呪の祟り,9,18,5.00E-04,5.00E-04,9,5.01E-04,0,1,36,0.034780827,3,2.659504132,0,20607,814,46,2010-08-08 18:09:39,523
1947,1947,タイトル落ち,9,18,5.00E-04,5.00E-04,9,5.01E-04,0,1,36,0.034780827,3,2.659504132,0,20607,814,46,2010-08-08 18:09:39,523
6150,6150,祝ってやる,9,18,5.00E-04,5.00E-04,9,5.01E-04,0,1,36,0.034780827,3,2.659504132,0,20607,814,46,2010-08-08 18:09:39,523
130,130,haru,11,22,5.99E-04,5.99E-04,9,5.97E-04,0,0.8,44,0.036593677,3,2.65785124,6.784877149,20852,754.3333333,45.66666667,2010-07-20 18:35:37,482.6666667
1495,1495,アッー！！,10,10,5.50E-04,5.50E-04,9,5.17E-04,0,1,45,0.028881847,3,2.785950413,0,16899,479,34,2012-04-29 20:51:23,597
1239,1239,パーフェクト秋姉妹,10,10,5.50E-04,5.50E-04,14,5.45E-04,0,1,45,0.033701408,3,2.636363636,0,11160,351,109,2010-10-03 21:17:37,481
6201,6201,次回ミヤツカの野菜が火を噴くぜ.,10,10,5.50E-04,5.50E-04,6,5.88E-04,0,1,45,0.0427068,3,2.407438017,0,9553.534095,1590.659271,245.1019075,2011-06-27 06:49:25,393.9892235
4015,4015,テロリスト卓,10,10,5.50E-04,5.50E-04,22,5.71E-04,0,1,45,0.051987214,3,2.274380165,0,14567,498,39,2012-04-03 23:14:46,266
1887,1887,WMM,10,20,5.50E-04,5.50E-04,21,5.24E-04,0,1,45,0.055959808,3,2.303305785,0,19314,599,1051,2010-09-28 20:58:26,363
1077,1077,windowsムービーメーカー,10,20,5.50E-04,5.50E-04,21,5.24E-04,0,1,45,0.055959808,3,2.303305785,0,19314,599,1051,2010-09-28 20:58:26,363
3568,3568,東方鉱工芸,17,29,8.99E-04,8.99E-04,14,8.57E-04,0,0.536764706,73,0.087331554,3,2.169421488,99.98851271,16033.41667,397.25,58.5,2012-07-30 20:34:31,623.0833333
4719,4719,小僧.調子に乗るなよ,10,10,5.50E-04,5.50E-04,22,5.87E-04,0,1,45,0.056272192,3,2.409917355,0,14377.85911,849.7092822,231.3436273,2011-06-09 21:05:25,449.1947269
3569,3569,東方ラジオ,19,41,9.99E-04,9.99E-04,14,9.41E-04,0,0.608187135,104,0.073375492,3,2.157024793,312.9148349,24282.2,721,178.8,2010-02-18 23:04:48,421.4
1426,1426,さとり教育,12,26,6.49E-04,6.49E-04,14,6.23E-04,0,0.909090909,60,0.065181651,3,2.162809917,58.41335254,33165,893.6666667,185.3333333,2009-06-18 07:39:59,273
4170,4170,ローカル番組,11,19,5.99E-04,5.99E-04,14,5.77E-04,0,0.981818182,54,0.064310641,3,2.163636364,12.82344331,39960,829.5,167.5,2009-03-02 15:51:08,123
490,490,さとりんのカリスマ改悟室,11,19,5.99E-04,5.99E-04,14,5.77E-04,0,0.981818182,54,0.064310641,3,2.163636364,12.82344331,39960,829.5,167.5,2009-03-02 15:51:08,123
4736,4736,作者幻想入りシリーズ,10,10,5.50E-04,5.50E-04,14,5.52E-04,0,1,45,0.032371272,3,2.676859504,0,21554,908,335,2010-02-21 23:22:26,517
505,505,ゆっくりラジオ,19,45,9.99E-04,9.99E-04,14,9.41E-04,0,0.608187135,104,0.073375492,3,2.157024793,312.9148349,17433.14286,519.1428571,128.4285714,2011-01-10 06:27:03,468.1428571
1232,1232,いいですとも！,11,13,5.99E-04,5.99E-04,22,6.56E-04,0,0.745454545,41,0.064473611,3,2.401652893,8.909589219,6951.666667,240.6666667,22,2011-10-06 01:55:52,773
492,492,NEW_蓬莱ZUN,10,10,5.50E-04,5.50E-04,14,5.52E-04,0,1,45,0.032371272,3,2.676859504,0,21554,908,335,2010-02-21 23:22:26,517
5362,5362,制限プレイpart1リンク,10,16,5.50E-04,5.50E-04,22,5.78E-04,0,1,45,0.058915022,3,2.394214876,0,24852,392,273.6,2010-12-05 11:13:33,714.4
3980,3980,ドンキーコング実況part1リンク,10,10,5.50E-04,5.50E-04,22,5.78E-04,0,1,45,0.058915022,3,2.394214876,0,24221,635,335,2010-03-13 12:40:47,564
